100
t=0
29	29	23
27	29	27
25	23	20
26	25	21
29	20	28
22	29	20
20	22	24
26	29	25
20	25	26
25	29	28
20	29	27
26	27	20
21	20	20
29	22	29
26	26	26
21	20	22
23	28	28
20	26	28
26	21	20
27	21	26
25	22	26
26	24	20
28	26	27
25	23	27
27	22	27
27	29	22
22	27	26
27	29	20
27	20	23
28	29	24
20	24	26
23	22	28
29	25	24
23	22	25
21	29	20
20	29	25
25	21	25
21	24	29
27	23	24
21	29	22
24	28	23
20	27	25
25	27	21
27	22	23
23	22	23
27	25	27
24	29	25
22	27	23
21	21	29
26	28	26
23	25	29
26	23	29
22	21	28
23	26	24
24	27	22
24	29	24
28	21	23
27	29	29
23	28	22
23	27	27
29	28	26
28	27	23
24	24	27
24	25	24
24	24	24
26	20	23
25	28	24
21	28	29
26	21	23
28	20	21
24	22	21
26	27	28
24	23	26
21	28	20
26	24	21
26	27	24
28	20	24
29	25	29
29	24	26
22	28	25
26	24	24
20	20	23
28	26	29
22	26	25
27	22	28
23	29	21
25	26	27
27	28	27
26	26	25
28	28	24
23	24	25
26	22	29
26	25	25
26	27	26
23	28	21
24	25	21
26	21	27
20	23	22
28	22	20
24	24	23
