200
t=0
29	23	28
25	27	25
20	22	23
29	25	29
29	22	27
21	24	21
27	28	20
23	28	25
22	23	26
23	25	21
27	22	24
24	23	26
24	28	23
28	28	26
26	27	25
26	21	27
22	28	24
20	29	25
28	26	29
20	29	29
24	27	22
22	27	23
26	22	25
20	20	22
26	26	27
24	29	25
25	21	20
29	24	26
21	22	22
25	22	21
27	27	25
28	29	20
21	23	26
28	20	24
21	29	22
24	25	25
25	27	22
29	27	23
21	22	26
23	24	25
26	25	28
27	23	22
20	20	23
28	20	26
21	21	25
20	22	27
26	28	28
29	24	28
27	24	20
29	27	25
27	21	20
22	29	24
24	25	27
23	29	27
21	23	25
25	25	20
27	26	23
22	23	27
26	23	23
22	26	22
22	28	26
24	29	23
26	28	23
29	21	24
29	21	29
26	29	25
26	22	24
26	23	26
23	24	29
27	27	23
28	27	23
27	24	22
23	20	29
22	24	28
23	27	25
27	21	29
24	29	20
27	21	25
20	21	20
20	28	22
28	26	21
28	29	28
29	26	28
26	25	25
24	20	27
25	27	24
25	26	25
27	24	26
20	24	20
20	29	28
28	27	20
21	23	22
21	23	23
28	24	23
26	27	27
20	28	23
27	29	24
20	28	29
22	28	25
21	25	24
24	24	22
23	27	28
22	24	27
27	25	20
26	25	21
26	21	23
21	22	24
28	22	23
20	25	27
27	29	27
26	20	24
23	23	20
21	29	29
21	22	21
25	20	29
22	21	25
26	21	20
22	21	29
26	28	22
20	24	27
26	20	28
21	29	25
28	27	26
29	20	28
21	21	26
23	26	28
26	24	29
22	26	27
21	26	25
26	24	24
24	27	20
24	25	22
22	26	29
29	28	21
20	21	22
23	27	27
22	26	23
24	27	27
24	24	28
21	27	27
26	27	29
27	21	22
22	26	21
28	20	20
23	20	24
29	26	29
22	21	24
20	27	24
22	27	22
24	23	20
25	23	23
20	20	24
24	20	22
21	28	23
24	27	25
27	21	28
27	26	28
28	23	23
28	28	21
21	28	27
28	22	20
29	23	29
26	24	28
21	20	29
21	27	26
21	20	20
20	27	29
29	22	29
26	23	28
23	25	25
24	25	26
27	20	25
26	22	20
28	29	26
20	23	27
23	25	20
22	26	25
26	20	29
22	24	29
25	24	27
23	21	20
24	21	25
26	29	24
28	26	27
21	21	28
24	29	27
20	21	25
24	24	26
20	24	23
23	23	29
21	20	21
28	20	21
23	29	24
20	21	24
24	27	24
28	20	25
26	27	20
21	24	29
22	20	20
21	23	24
